Time,Vectornav.seq,Vectornav.stamp.secs,Vectornav.stamp.nsecs,Vectornav.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance
1677822803.5883338,0,1677822803,585682392,imu1_frame,0,0,0,,0.6750267956462671,0.24307503719747892,-0.43646950266343604,0.5429067366460927,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.174322,-0.192842,0.008613,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.394,1.237,-9.376,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0962,0.2061,0.4255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822803.6987545,0,1677822803,691215276,imu1_frame,0,0,0,,0.7628830501821515,0.1709486102268377,-0.36239021144083244,0.5074045319645445,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.109704,-0.139388,0.046006,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.279,1.106,-9.275,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1019,0.2108,0.4311,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822803.785718,0,1677822803,783404350,imu1_frame,0,0,0,,0.796772805685613,0.1848209081989728,-0.30268267663662834,0.4892622254747138,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.018116,-0.031579,0.077955,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.942,0.735,-8.828,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1,0.2089,0.4234,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822803.8994744,0,1677822803,892245054,imu1_frame,0,0,0,,0.7852510491414714,0.19914436093933924,-0.26477915017470427,0.5230815567012873,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.066071,-0.042581,-0.000768,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.069,0.903,-8.07,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1,0.2137,0.4278,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822803.9902163,0,1677822803,987814903,imu1_frame,0,0,0,,0.7550505530090167,0.21515215323474737,-0.22944854653155505,0.5752926019459894,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.100082,-0.106715,-0.002307,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.16,1.007,-6.466,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1019,0.2099,0.43,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822804.0977786,0,1677822804,90723991,imu1_frame,0,0,0,,0.7656201253104179,0.1697671588684376,-0.1369047835254793,0.6051958490746946,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021028,-0.162556,-0.022073,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.013,0.96,-7.112,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1009,0.2031,0.429,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822804.1904736,0,1677822804,188138246,imu1_frame,0,0,0,,0.8372485543444396,0.09017010438582695,-0.045553447661063076,0.53740961466035,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.177817,-0.200709,-0.008697,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.569,1.436,-6.978,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1047,0.2069,0.4258,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822804.2918193,0,1677822804,286992788,imu1_frame,0,0,0,,0.9137539210014627,0.08292068040510117,0.013056655481970544,0.3975015174351322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.167638,0.017673,0.046644,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.122,0.908,-6.994,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1056,0.2126,0.4301,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822804.3931768,0,1677822804,387848615,imu1_frame,0,0,0,,0.9321997240252368,0.15807975851947006,-0.04507308270671435,0.3224637680252031,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.016025,0.157639,0.113072,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.141,-0.248,-5.83,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1056,0.2146,0.4268,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822804.7863717,0,1677822804,783747911,imu1_frame,0,0,0,,0.1467769113640492,-0.6697710779223726,-0.215817934096192,-0.6951876443030218,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.186488,0.348249,0.068169,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.12,-1.66,-7.337,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0328,0.0528,0.4085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822804.886155,0,1677822804,883560657,imu1_frame,0,0,0,,-0.06616152555108884,-0.6124986570965807,-0.25890176072343873,-0.7439340870574094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.109056,0.226235,-0.217266,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.539,-1.188,-7.618,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.03,0.0577,0.4117,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822804.9861124,0,1677822804,983667850,imu1_frame,0,0,0,,-0.18780874876217482,-0.46148207223500365,-0.14785935364697386,-0.8543417246238019,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.019976,0.108484,-0.462312,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.055,1.003,-8.812,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0253,0.052,0.4149,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.085902,0,1677822805,83446264,imu1_frame,0,0,0,,-0.11558595388906505,-0.3024707060289882,0.012019011047394522,-0.9460480445682043,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.074856,0.202121,-0.08832,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.356,6.07,-11.297,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0253,0.0501,0.4127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.1858964,0,1677822805,183469533,imu1_frame,0,0,0,,-0.32615056679307125,-0.25180961590620243,-0.2860911906431644,-0.865083554203931,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.24297,0.311952,0.609687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.851,4.159,-10.654,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0187,0.0522,0.4179,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.2869358,0,1677822805,283656120,imu1_frame,0,0,0,,-0.4403909586343385,-0.8096748293865406,-0.3645031993422501,-0.1327399407874993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.452503,0.293826,0.743457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.466,-0.182,-8.951,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0149,0.061,0.4144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.3899064,0,1677822805,385969161,imu1_frame,0,0,0,,0.22002442020674406,-0.9106439199447042,0.3040082603582239,0.17290426025519376,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.254035,0.304201,0.532205,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.985,-2.625,-7.57,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0065,0.067,0.4163,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.4864078,0,1677822805,484015941,imu1_frame,0,0,0,,0.5519905275139043,-0.6087647802514404,0.5660320353994985,0.06572392838105462,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.091048,0.329815,0.216762,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.645,-2.116,-8.775,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0001,0.0623,0.4161,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.591697,0,1677822805,589172363,imu1_frame,0,0,0,,0.6838651264839942,-0.3083705612790423,0.6549593507340198,0.09090838576033827,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.121324,0.360332,0.113745,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.093,-2.318,-7.962,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0086,0.0567,0.4159,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.7007608,0,1677822805,693009853,imu1_frame,0,0,0,,0.6473012897334588,-0.11990460987389667,0.6925146203245676,0.2950380068348987,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.154438,0.407757,-0.069993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.772,-2.179,-7.333,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0095,0.0568,0.4159,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.786677,0,1677822805,784218788,imu1_frame,0,0,0,,0.45506454687673165,-0.07605856755662077,0.6488588257601282,0.6050731994645752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.189009,0.325608,-0.164403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.722,-1.646,-6.35,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0152,0.0511,0.419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.9021716,0,1677822805,894412279,imu1_frame,0,0,0,,0.18924966620188993,-0.0696033848251518,0.5517235179707443,0.8092843087452894,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.326493,0.26974,-0.029281,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.45,0.344,-6.378,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0199,0.0551,0.4155,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822805.9912736,0,1677822805,986599683,imu1_frame,0,0,0,,0.01897722258857191,-0.007591897554330058,0.6533842537622474,0.7567504509743613,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.220932,0.191584,0.199425,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.177,0.307,-6.213,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0255,0.0581,0.4142,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.0860426,0,1677822806,83755970,imu1_frame,0,0,0,,0.051220698687625674,0.09309162328618685,0.8173401266768257,0.5662733500914596,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.051052,-0.020129,0.258909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.666,-0.727,-5.92,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0265,0.0514,0.4186,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.1905668,0,1677822806,186251163,imu1_frame,0,0,0,,0.16519504844036914,0.13689746158688507,0.8861381965103456,0.41076608631585376,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.011435,-0.176106,0.162738,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.558,0.205,-7.482,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0284,0.0505,0.4208,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.2965279,0,1677822806,290066480,imu1_frame,0,0,0,,0.2987796003982046,0.2155795056224336,0.9114040557247671,0.18329995731020246,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.040414,-0.17264,0.236973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.15,0.313,-8.775,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0274,0.0476,0.4208,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.403648,0,1677822806,396710872,imu1_frame,0,0,0,,0.3215394750492687,0.4102220803027451,0.8337930803285756,-0.18198711496508296,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.118183,-0.131505,0.39617,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.788,-0.046,-9.242,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0284,0.0447,0.4187,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.491656,0,1677822806,486914634,imu1_frame,0,0,0,,0.10951585116810927,0.6367536390218687,0.5580300153468418,-0.5207240953780955,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000872,-0.02636,0.374496,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.448,-0.978,-9.17,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0293,0.0515,0.4251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.5900397,0,1677822806,585863351,imu1_frame,0,0,0,,-0.29400444851596136,0.7150449868229716,0.13666242159100223,-0.6193508162560577,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13311,0.068952,0.220615,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.166,-2.825,-8.797,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0312,0.0554,0.425,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.6898882,0,1677822806,685975074,imu1_frame,0,0,0,,-0.5162106237140588,0.6824541014535936,-0.06564250511616665,-0.5132972364001043,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.16171,0.094303,0.092172,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.117,-0.528,-8.387,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0312,0.0545,0.425,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.7861655,0,1677822806,783625841,imu1_frame,0,0,0,,-0.6533155844369422,0.6037208232316151,-0.16097146010840763,-0.42753725423514255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.012719,0.142239,0.15081,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.304,0.087,-9.857,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0321,0.0506,0.4261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.888891,0,1677822806,885354757,imu1_frame,0,0,0,,-0.8850555029183444,0.3754156153132875,-0.21669413664117781,-0.16965707671133695,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.043644,0.296232,0.22919,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.948,-0.784,-9.067,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0378,0.0556,0.427,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822806.9986615,0,1677822806,991219520,imu1_frame,0,0,0,,-0.9781302893851568,0.06645318677047046,-0.0717852429576801,0.1835537791734768,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.144086,0.388938,0.270036,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.336,-1.409,-8.056,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0387,0.0537,0.4237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.0867543,0,1677822807,83733320,imu1_frame,0,0,0,,-0.8844960362496783,-0.0803790077942635,0.21561786101284625,0.4058508531183131,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.097043,0.247191,0.06263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.288,-2.788,-6.037,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0444,0.0577,0.418,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.1939557,0,1677822807,186973333,imu1_frame,0,0,0,,-0.8464709088309782,0.030941104949896395,0.3287614978786152,0.4176667643468254,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.166442,0.151117,-0.033713,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.435,0.42,-6.562,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0472,0.0539,0.4245,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.2942183,0,1677822807,288781881,imu1_frame,0,0,0,,-0.6888885085571053,0.04767936701379674,0.40026399407079616,0.6024516875149611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.342167,-0.006965,0.20572,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.0,0.05,-6.795,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0481,0.0607,0.4211,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.3978171,0,1677822807,390419721,imu1_frame,0,0,0,,-0.36095407998914164,0.055867537374704984,0.5417020417259757,0.757066620844419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.460344,-0.045492,0.361332,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.716,-0.033,-8.457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0481,0.0607,0.4244,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.5012352,0,1677822807,493488073,imu1_frame,0,0,0,,0.12683712343492703,0.43129058057272696,0.725481934179519,0.5211302547416888,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.620829,-0.095292,0.567115,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.3,-1.896,-7.4,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.049,0.0693,0.4276,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.5940008,0,1677822807,588281393,imu1_frame,0,0,0,,0.1070473791335942,0.991260760892661,0.07547550192043352,-0.015697488493059103,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.211594,0.00273,0.521973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.716,-3.24,-8.83,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.049,0.0857,0.4241,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.6883848,0,1677822807,685214519,imu1_frame,0,0,0,,-0.15129962038688086,0.537604795713323,-0.8242114669035234,0.09362139884430373,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.093098,-0.044557,0.052535,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.364,-4.507,-6.437,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0499,0.0934,0.4251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.786313,0,1677822807,783873081,imu1_frame,0,0,0,,-0.1903386313283773,0.049105923619910626,-0.9749810990852417,0.1037866567339443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.649316,-0.202836,0.017049,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.867,-1.873,-7.504,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.048,0.1001,0.4273,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.8895257,0,1677822807,887200593,imu1_frame,0,0,0,,-0.003098989328428947,-0.6864188171181913,-0.5172631305046625,0.5111344809262254,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.12367,-0.125447,0.712885,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.593,-0.227,-7.912,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0452,0.1116,0.4317,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822807.9868438,0,1677822807,984194278,imu1_frame,0,0,0,,-0.0067181232601092045,0.786898355888659,0.08995880221859331,-0.6104533219034716,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.0437,-0.29077,2.203073,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.611,-5.095,-2.681,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,-0.0433,0.1308,0.4315,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
